sample,fastq_1,fastq_2,group,batch,assay
6533BM1,real_data/target-RNA/6533BM1_S2_L001_R1_001.fastq.gz,real_data/target-RNA/6533BM1_S2_L001_R2_001.fastq.gz,real,L001,panel
