sample,fastq_1,fastq_2,group,batch,assay
1081BM1,real_data/WTS/1081BM1_S18_L001_R1_001.fastq.gz,real_data/WTS/1081BM1_S18_L001_R2_001.fastq.gz,real,L001,transcriptome
